-87.629024,180,uberX,41.879931,1a1012dc-c2ec-11e5-99c2-6c40089af1d0
-87.629024,240,uberXL,41.879931,1a1012dc-c2ec-11e5-99c2-6c40089af1d0
-87.629024,540,uberESPANOL,41.879931,1a1012dc-c2ec-11e5-99c2-6c40089af1d0
-87.629024,240,UberSELECT,41.879931,1a1012dc-c2ec-11e5-99c2-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,1a1012dc-c2ec-11e5-99c2-6c40089af1d0
-87.629024,240,UberSUV,41.879931,1a1012dc-c2ec-11e5-99c2-6c40089af1d0
-87.629024,120,uberTAXI,41.879931,1a1012dc-c2ec-11e5-99c2-6c40089af1d0
-87.629024,180,uberX,41.879931,32784202-c2ee-11e5-811d-6c40089af1d0
-87.629024,180,uberXL,41.879931,32784202-c2ee-11e5-811d-6c40089af1d0
-87.629024,360,uberESPANOL,41.879931,32784202-c2ee-11e5-811d-6c40089af1d0
-87.629024,360,UberSELECT,41.879931,32784202-c2ee-11e5-811d-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,32784202-c2ee-11e5-811d-6c40089af1d0
-87.629024,120,UberSUV,41.879931,32784202-c2ee-11e5-811d-6c40089af1d0
-87.629024,180,uberTAXI,41.879931,32784202-c2ee-11e5-811d-6c40089af1d0
-87.629024,120,uberX,41.879931,4a89bee6-c2f0-11e5-97e8-6c40089af1d0
-87.629024,360,uberXL,41.879931,4a89bee6-c2f0-11e5-97e8-6c40089af1d0
-87.629024,360,uberESPANOL,41.879931,4a89bee6-c2f0-11e5-97e8-6c40089af1d0
-87.629024,360,UberSELECT,41.879931,4a89bee6-c2f0-11e5-97e8-6c40089af1d0
-87.629024,240,UberBLACK,41.879931,4a89bee6-c2f0-11e5-97e8-6c40089af1d0
-87.629024,240,UberSUV,41.879931,4a89bee6-c2f0-11e5-97e8-6c40089af1d0
-87.629024,180,uberTAXI,41.879931,4a89bee6-c2f0-11e5-97e8-6c40089af1d0
-87.629024,240,uberX,41.879931,6351dc02-c2f2-11e5-92ff-6c40089af1d0
-87.629024,240,uberXL,41.879931,6351dc02-c2f2-11e5-92ff-6c40089af1d0
-87.629024,240,uberESPANOL,41.879931,6351dc02-c2f2-11e5-92ff-6c40089af1d0
-87.629024,240,UberSELECT,41.879931,6351dc02-c2f2-11e5-92ff-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,6351dc02-c2f2-11e5-92ff-6c40089af1d0
-87.629024,240,UberSUV,41.879931,6351dc02-c2f2-11e5-92ff-6c40089af1d0
-87.629024,180,uberTAXI,41.879931,6351dc02-c2f2-11e5-92ff-6c40089af1d0
-87.629024,120,uberX,41.879931,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0
-87.629024,120,uberXL,41.879931,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0
-87.629024,720,uberESPANOL,41.879931,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0
-87.629024,240,UberSELECT,41.879931,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0
-87.629024,240,UberSUV,41.879931,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0
-87.629024,120,uberTAXI,41.879931,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0
-87.629024,120,uberX,41.879931,940e9fb8-c2f6-11e5-bc72-6c40089af1d0
-87.629024,240,uberXL,41.879931,940e9fb8-c2f6-11e5-bc72-6c40089af1d0
-87.629024,240,uberESPANOL,41.879931,940e9fb8-c2f6-11e5-bc72-6c40089af1d0
-87.629024,180,UberSELECT,41.879931,940e9fb8-c2f6-11e5-bc72-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,940e9fb8-c2f6-11e5-bc72-6c40089af1d0
-87.629024,240,UberSUV,41.879931,940e9fb8-c2f6-11e5-bc72-6c40089af1d0
-87.629024,120,uberTAXI,41.879931,940e9fb8-c2f6-11e5-bc72-6c40089af1d0
-87.629024,120,uberX,41.879931,ac6b7138-c2f8-11e5-80ef-6c40089af1d0
-87.629024,300,uberXL,41.879931,ac6b7138-c2f8-11e5-80ef-6c40089af1d0
-87.629024,420,uberESPANOL,41.879931,ac6b7138-c2f8-11e5-80ef-6c40089af1d0
-87.629024,120,UberSELECT,41.879931,ac6b7138-c2f8-11e5-80ef-6c40089af1d0
-87.629024,120,UberBLACK,41.879931,ac6b7138-c2f8-11e5-80ef-6c40089af1d0
-87.629024,120,UberSUV,41.879931,ac6b7138-c2f8-11e5-80ef-6c40089af1d0
-87.629024,120,uberTAXI,41.879931,ac6b7138-c2f8-11e5-80ef-6c40089af1d0
-87.629024,120,uberX,41.879931,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0
-87.629024,240,uberXL,41.879931,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0
-87.629024,300,uberESPANOL,41.879931,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0
-87.629024,180,UberSELECT,41.879931,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0
-87.629024,180,UberSUV,41.879931,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0
-87.629024,120,uberTAXI,41.879931,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0
-87.629024,120,uberX,41.879931,ddac743a-c2fc-11e5-a6c3-6c40089af1d0
-87.629024,180,uberXL,41.879931,ddac743a-c2fc-11e5-a6c3-6c40089af1d0
-87.629024,360,uberESPANOL,41.879931,ddac743a-c2fc-11e5-a6c3-6c40089af1d0
-87.629024,180,UberSELECT,41.879931,ddac743a-c2fc-11e5-a6c3-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,ddac743a-c2fc-11e5-a6c3-6c40089af1d0
-87.629024,240,UberSUV,41.879931,ddac743a-c2fc-11e5-a6c3-6c40089af1d0
-87.629024,180,uberTAXI,41.879931,ddac743a-c2fc-11e5-a6c3-6c40089af1d0
-87.629024,120,uberX,41.879931,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0
-87.629024,180,uberXL,41.879931,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0
-87.629024,240,uberESPANOL,41.879931,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0
-87.629024,120,UberSELECT,41.879931,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0
-87.629024,180,UberSUV,41.879931,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0
-87.629024,120,uberTAXI,41.879931,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0
-87.629024,180,uberX,41.879931,0e6d4be1-c301-11e5-af6a-6c40089af1d0
-87.629024,180,uberXL,41.879931,0e6d4be1-c301-11e5-af6a-6c40089af1d0
-87.629024,360,uberESPANOL,41.879931,0e6d4be1-c301-11e5-af6a-6c40089af1d0
-87.629024,240,UberSELECT,41.879931,0e6d4be1-c301-11e5-af6a-6c40089af1d0
-87.629024,300,UberBLACK,41.879931,0e6d4be1-c301-11e5-af6a-6c40089af1d0
-87.629024,300,UberSUV,41.879931,0e6d4be1-c301-11e5-af6a-6c40089af1d0
-87.629024,120,uberTAXI,41.879931,0e6d4be1-c301-11e5-af6a-6c40089af1d0
-87.629024,120,uberX,41.879931,269e4e9c-c303-11e5-8a9a-6c40089af1d0
-87.629024,240,uberXL,41.879931,269e4e9c-c303-11e5-8a9a-6c40089af1d0
-87.629024,300,uberESPANOL,41.879931,269e4e9c-c303-11e5-8a9a-6c40089af1d0
-87.629024,240,UberSELECT,41.879931,269e4e9c-c303-11e5-8a9a-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,269e4e9c-c303-11e5-8a9a-6c40089af1d0
-87.629024,240,UberSUV,41.879931,269e4e9c-c303-11e5-8a9a-6c40089af1d0
-87.629024,120,uberTAXI,41.879931,269e4e9c-c303-11e5-8a9a-6c40089af1d0
-87.629024,180,uberX,41.879931,43734607-c305-11e5-983b-6c40089af1d0
-87.629024,240,uberXL,41.879931,43734607-c305-11e5-983b-6c40089af1d0
-87.629024,300,uberESPANOL,41.879931,43734607-c305-11e5-983b-6c40089af1d0
-87.629024,180,UberSELECT,41.879931,43734607-c305-11e5-983b-6c40089af1d0
-87.629024,180,UberBLACK,41.879931,43734607-c305-11e5-983b-6c40089af1d0
-87.629024,180,UberSUV,41.879931,43734607-c305-11e5-983b-6c40089af1d0
-87.629024,180,uberTAXI,41.879931,43734607-c305-11e5-983b-6c40089af1d0
-87.696287,300,uberX,41.908511,8aeb5e73-c363-11e5-8f02-6c40089af1d0
-87.696287,300,uberXL,41.908511,8aeb5e73-c363-11e5-8f02-6c40089af1d0
-87.696287,540,uberESPANOL,41.908511,8aeb5e73-c363-11e5-8f02-6c40089af1d0
-87.696287,480,UberSELECT,41.908511,8aeb5e73-c363-11e5-8f02-6c40089af1d0
-87.696287,360,UberBLACK,41.908511,8aeb5e73-c363-11e5-8f02-6c40089af1d0
-87.696287,360,UberSUV,41.908511,8aeb5e73-c363-11e5-8f02-6c40089af1d0
-87.696287,300,uberX,41.908511,a393efbd-c365-11e5-a52f-6c40089af1d0
-87.696287,540,uberXL,41.908511,a393efbd-c365-11e5-a52f-6c40089af1d0
-87.696287,480,uberESPANOL,41.908511,a393efbd-c365-11e5-a52f-6c40089af1d0
-87.696287,540,UberSELECT,41.908511,a393efbd-c365-11e5-a52f-6c40089af1d0
-87.696287,420,UberBLACK,41.908511,a393efbd-c365-11e5-a52f-6c40089af1d0
-87.696287,480,UberSUV,41.908511,a393efbd-c365-11e5-a52f-6c40089af1d0
-87.696287,360,uberTAXI,41.908511,a393efbd-c365-11e5-a52f-6c40089af1d0
-87.696287,420,uberX,41.908511,bbb09d5c-c367-11e5-90a6-6c40089af1d0
-87.696287,600,uberXL,41.908511,bbb09d5c-c367-11e5-90a6-6c40089af1d0
-87.696287,1080,uberESPANOL,41.908511,bbb09d5c-c367-11e5-90a6-6c40089af1d0
-87.696287,480,UberSELECT,41.908511,bbb09d5c-c367-11e5-90a6-6c40089af1d0
-87.696287,420,UberBLACK,41.908511,bbb09d5c-c367-11e5-90a6-6c40089af1d0
-87.696287,420,UberSUV,41.908511,bbb09d5c-c367-11e5-90a6-6c40089af1d0
-87.696287,180,uberTAXI,41.908511,bbb09d5c-c367-11e5-90a6-6c40089af1d0
-87.696287,420,uberX,41.908511,d472b2f5-c369-11e5-b824-6c40089af1d0
-87.696287,420,uberXL,41.908511,d472b2f5-c369-11e5-b824-6c40089af1d0
-87.696287,660,uberESPANOL,41.908511,d472b2f5-c369-11e5-b824-6c40089af1d0
-87.696287,540,UberSELECT,41.908511,d472b2f5-c369-11e5-b824-6c40089af1d0
-87.696287,480,UberBLACK,41.908511,d472b2f5-c369-11e5-b824-6c40089af1d0
-87.696287,480,UberSUV,41.908511,d472b2f5-c369-11e5-b824-6c40089af1d0
-87.696287,240,uberTAXI,41.908511,d472b2f5-c369-11e5-b824-6c40089af1d0
-87.696287,300,uberX,41.908511,ed1ad20a-c36b-11e5-b254-6c40089af1d0
