36,35.6,1453681447,Calm,Mostly Cloudy,"Chicago, IL",0.00,36,35.6 F (2.0 C)
35,35.4,1453683608,From the East at 1.0 MPH Gusting to 3.0 MPH,Overcast,"Chicago, IL",0.00,35,35.4 F (1.9 C)
35,34.9,1453687201,Calm,Overcast,"Chicago, IL",0.00,35,34.9 F (1.6 C)
35,34.6,1453690801,Calm,Overcast,"Chicago, IL",0.00,35,34.6 F (1.4 C)
34,34.2,1453694401,From the West at 1.0 MPH Gusting to 2.0 MPH,Overcast,"Chicago, IL",0.00,34,34.2 F (1.2 C)
34,33.7,1453698002,From the NNE at 1.0 MPH Gusting to 2.0 MPH,Mostly Cloudy,"Chicago, IL",0.00,34,33.7 F (0.9 C)
33,33.2,1453701602,From the East at 1.0 MPH Gusting to 2.0 MPH,Mostly Cloudy,"Chicago, IL",0.00,33,33.2 F (0.7 C)
33,32.8,1453705201,From the South at 1.0 MPH Gusting to 3.0 MPH,Overcast,"Chicago, IL",0.00,33,32.8 F (0.4 C)
32,32.0,1453708801,From the WSW at 1.0 MPH Gusting to 1.0 MPH,Mostly Cloudy,"Chicago, IL",0.00,32,32.0 F (0.0 C)
32,31.5,1453712401,From the WSW at 2.0 MPH Gusting to 4.0 MPH,Overcast,"Chicago, IL",0.00,32,31.5 F (-0.3 C)
31,31.1,1453716001,From the ESE at 2.0 MPH Gusting to 4.0 MPH,Overcast,"Chicago, IL",0.00,31,31.1 F (-0.5 C)
31,31.3,1453719601,From the East at 2.0 MPH Gusting to 2.0 MPH,Overcast,"Chicago, IL",0.00,31,31.3 F (-0.4 C)
31,31.4,1453723201,From the WNW at 1.0 MPH Gusting to 2.0 MPH,Overcast,"Chicago, IL",0.00,31,31.4 F (-0.3 C)
31,31.2,1453726801,From the West at 1.0 MPH Gusting to 4.0 MPH,Overcast,"Chicago, IL",0.00,31,31.2 F (-0.4 C)
31,31.4,1453730401,From the East at 1.0 MPH Gusting to 4.0 MPH,Overcast,"Chicago, IL",0.00,31,31.4 F (-0.3 C)
34,33.9,1453734001,From the SE at 1.0 MPH Gusting to 4.0 MPH,Mostly Cloudy,"Chicago, IL",0.00,34,33.9 F (1.1 C)
36,36.3,1453737601,From the West at 2.0 MPH Gusting to 3.0 MPH,Overcast,"Chicago, IL",0.00,36,36.3 F (2.4 C)
39,38.9,1453741201,From the West at 2.0 MPH Gusting to 5.0 MPH,Overcast,"Chicago, IL",0.00,39,38.9 F (3.8 C)
41,41.0,1453744801,From the North at 1.0 MPH Gusting to 2.0 MPH,Overcast,"Chicago, IL",0.00,41,41.0 F (5.0 C)
37,41.2,1453748401,From the ESE at 6.8 MPH,Overcast,"Chicago, IL",-999.00,37,41.2 F (5.1 C)
37,40.8,1453752001,From the ESE at 5.8 MPH,Overcast,"Chicago, IL",-999.00,37,40.8 F (4.9 C)
38,41.0,1453755601,From the ESE at 4.7 MPH,Overcast,"Chicago, IL",-999.00,38,41.0 F (5.0 C)
41,41.2,1453759201,From the NE at 1.1 MPH,Overcast,"Chicago, IL",-999.00,41,41.2 F (5.1 C)
40,40.3,1453762802,From the East at 2.0 MPH Gusting to 3.0 MPH,Overcast,"Chicago, IL",0.00,40,40.3 F (4.6 C)
38,39.6,1453766401,From the NE at 3.2 MPH,Rain,"Chicago, IL",-999.00,38,39.6 F (4.2 C)
40,39.6,1453770001,From the WNW at 2.2 MPH,Rain,"Chicago, IL",-999.00,40,39.6 F (4.2 C)
35,39.9,1453773602,From the North at 7.3 MPH,Overcast,"Chicago, IL",-999.00,35,39.9 F (4.4 C)
37,41.7,1453777201,From the NW at 7.8 MPH,Overcast,"Chicago, IL",-999.00,37,41.7 F (5.4 C)
36,42.4,1453780801,From the NW at 11.4 MPH,Overcast,"Chicago, IL",-999.00,36,42.4 F (5.8 C)
38,43.0,1453784402,From the ESE at 8.9 MPH Gusting to 22.7 MPH,Overcast,"Chicago, IL",-999.00,38,43.0 F (6.1 C)
33,39.6,1453788002,From the SSW at 10.9 MPH Gusting to 24.3 MPH,Overcast,"Chicago, IL",-999.00,33,39.6 F (4.2 C)
29,36.5,1453791601,From the WNW at 10.4 MPH,Overcast,"Chicago, IL",-999.00,29,36.5 F (2.5 C)
28,35.1,1453795202,From the WSW at 9.9 MPH,Overcast,"Chicago, IL",-999.00,28,35.1 F (1.7 C)
23,34.2,1453798801,From the SW at 18.1 MPH,Overcast,"Chicago, IL",-999.00,23,34.2 F (1.2 C)
24,32.9,1453802401,From the WSW at 13.0 MPH,Overcast,"Chicago, IL",-999.00,24,32.9 F (0.5 C)
24,32.2,1453806001,From the SW at 9.9 MPH,Overcast,"Chicago, IL",-999.00,24,32.2 F (0.1 C)
23,31.6,1453809602,From the SSW at 10.4 MPH,Overcast,"Chicago, IL",-999.00,23,31.6 F (-0.2 C)
23,31.6,1453813202,From the West at 11.4 MPH,Overcast,"Chicago, IL",-999.00,23,31.6 F (-0.2 C)
24,32.4,1453816801,From the West at 9.9 MPH,Overcast,"Chicago, IL",-999.00,24,32.4 F (0.2 C)
22,32.2,1453820401,From the South at 15.0 MPH,Overcast,"Chicago, IL",-999.00,22,32.2 F (0.1 C)
21,31.6,1453824003,From the WSW at 16.1 MPH,Overcast,"Chicago, IL",-999.00,21,31.6 F (-0.2 C)
21,31.1,1453827601,From the West at 14.5 MPH,Overcast,"Chicago, IL",-999.00,21,31.1 F (-0.5 C)
22,30.4,1453831201,From the WSW at 10.4 MPH,Overcast,"Chicago, IL",-999.00,22,30.4 F (-0.9 C)
22,30.4,1453834801,From the SW at 8.9 MPH,Overcast,"Chicago, IL",-999.00,22,30.4 F (-0.9 C)
21,30.0,1453838401,From the WSW at 9.9 MPH,Overcast,"Chicago, IL",-999.00,21,30.0 F (-1.1 C)
21,30.0,1453842001,From the WSW at 9.9 MPH,Overcast,"Chicago, IL",-999.00,21,30.0 F (-1.1 C)
21,29.8,1453845601,From the SSW at 10.4 MPH,Overcast,"Chicago, IL",-999.00,21,29.8 F (-1.2 C)
19,29.7,1453849202,From the SW at 13.5 MPH Gusting to 22.7 MPH,Overcast,"Chicago, IL",-999.00,19,29.7 F (-1.3 C)
21,29.1,1453852802,From the SSW at 8.9 MPH,Overcast,"Chicago, IL",-999.00,21,29.1 F (-1.6 C)
21,28.9,1453856401,From the SSW at 8.3 MPH,Overcast,"Chicago, IL",-999.00,21,28.9 F (-1.7 C)
20,28.6,1453860001,From the SW at 9.9 MPH,Overcast,"Chicago, IL",-999.00,20,28.6 F (-1.9 C)
20,28.6,1453863601,From the WSW at 9.4 MPH,Overcast,"Chicago, IL",-999.00,20,28.6 F (-1.9 C)
19,27.9,1453867201,From the SSW at 9.4 MPH,Overcast,"Chicago, IL",-999.00,19,27.9 F (-2.3 C)
20,27.5,1453870834,From the WSW at 7.8 MPH,Clear,"Chicago, IL",-999.00,20,27.5 F (-2.5 C)
21,27.1,1453874401,From the SW at 5.8 MPH,Clear,"Chicago, IL",-999.00,21,27.1 F (-2.7 C)
19,27.0,1453878001,From the SSW at 8.3 MPH,Clear,"Chicago, IL",-999.00,19,27.0 F (-2.8 C)
27,26.9,1453881604,From the NW at 1.0 MPH Gusting to 2.0 MPH,Clear,"Chicago, IL",0.00,27,26.9 F (-2.8 C)
27,27.4,1453885202,From the ESE at 2.0 MPH Gusting to 5.0 MPH,Clear,"Chicago, IL",0.00,27,27.4 F (-2.6 C)
28,28.1,1453888802,From the ESE at 1.0 MPH Gusting to 2.0 MPH,Overcast,"Chicago, IL",0.00,28,28.1 F (-2.2 C)
28,28.3,1453892401,From the ESE at 2.0 MPH Gusting to 4.0 MPH,Overcast,"Chicago, IL",0.00,28,28.3 F (-2.1 C)
28,28.3,1453896001,From the West at 1.0 MPH Gusting to 5.0 MPH,Overcast,"Chicago, IL",0.00,28,28.3 F (-2.1 C)
28,28.2,1453899601,From the West at 3.0 MPH Gusting to 8.0 MPH,Overcast,"Chicago, IL",0.00,28,28.2 F (-2.1 C)
18,27.7,1453903202,From the SW at 9.9 MPH,Overcast,"Chicago, IL",-999.00,18,27.7 F (-2.4 C)
20,27.5,1453906801,From the West at 6.8 MPH,Overcast,"Chicago, IL",-999.00,20,27.5 F (-2.5 C)
23,27.8,1453910401,From the WSW at 4.0 MPH Gusting to 9.0 MPH,Overcast,"Chicago, IL",0.00,23,27.8 F (-2.3 C)
21,27.9,1453914001,From the NW at 6.0 MPH Gusting to 8.0 MPH,Overcast,"Chicago, IL",0.00,21,27.9 F (-2.3 C)
26,30.5,1453917601,From the WNW at 4.0 MPH Gusting to 6.0 MPH,Overcast,"Chicago, IL",0.00,26,30.5 F (-0.8 C)
30,34.0,1453921201,From the SW at 4.0 MPH Gusting to 11.0 MPH,Overcast,"Chicago, IL",0.00,30,34.0 F (1.1 C)
